,index,0,1,2,3,4,5,6,7
800,800,          0.00,        554.00,        554.00,        554.00,          0.00,          0.00,      11946.00,          0.00
801,801,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        200.00,          0.00
802,802,          0.00,       1712.37,       1712.37,       1712.37,          0.00,          0.00,       1287.63,          0.00
803,803,          0.00,       2713.62,       2713.62,       2713.62,          0.00,          0.00,          0.00,         13.62
804,804,          0.00,        609.26,        609.26,        609.26,          0.00,          0.00,          0.00,          9.26
805,805,          0.00,       1164.19,       1164.19,       1164.19,          0.00,          0.00,         35.81,          0.00
806,806,          0.00,        717.11,        717.11,        717.11,          0.00,          0.00,          0.00,         17.11
807,807,       5646.50,        739.45,       6385.95,       6385.95,          0.00,       5000.00,       7560.55,          0.00
808,808,          0.00,       1685.44,       1685.44,       1685.44,          0.00,          0.00,          0.00,       1685.44
809,809,       2319.50,       2226.96,       4546.46,       4546.46,          0.00,          0.00,          0.00,       2226.96
810,810,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       2000.00,          0.00
811,811,          0.00,      14062.50,      14062.50,      14062.50,          0.00,          0.00,         37.50,          0.00
812,812,        207.00,        340.24,        547.24,        377.04,        170.20,          0.00,       1159.76,          0.00
813,813,          0.00,        157.13,        157.13,        157.13,          0.00,          0.00,          0.00,        157.13
814,814,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       8000.00,          0.00
815,815,      15678.15,     114686.59,     130364.74,     109125.93,      21238.81,          0.00,      20313.41,          0.00
816,816,          0.00,       6002.62,       6002.62,       6002.62,          0.00,          0.00,          0.00,       2502.62
817,817,          0.00,        400.00,        400.00,        400.00,          0.00,          0.00,        200.00,          0.00
818,818,          1.40,          2.42,          3.82,          3.82,          0.00,          0.00,          0.00,          2.42
819,819,        144.94,        504.83,        649.77,        649.77,          0.00,          0.00,          0.00,          4.83
820,820,          0.00,       1380.00,       1380.00,       1380.00,          0.00,          0.00,          0.00,       1380.00
821,821,          0.00,       3264.82,       3264.82,       3264.82,          0.00,          0.00,          0.00,       2264.82
822,822,        224.45,        674.08,        898.53,        224.45,        674.08,          0.00,          0.00,        674.08
823,823,          0.00,        260.50,        260.50,        260.50,          0.00,          0.00,          0.00,        260.50
824,824,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        200.00,          0.00
825,825,          0.00,          6.21,          6.21,          6.21,          0.00,          0.00,         93.79,          0.00
826,826,          8.15,         16.03,         24.18,         24.18,          0.00,          0.00,          0.00,         16.03
827,827,          0.00,     173905.49,     173905.49,     173905.49,          0.00,          0.00,          0.00,       8505.49
828,828,          0.00,       1013.76,       1013.76,       1013.76,          0.00,          0.00,          0.00,        213.76
829,829,          0.00,     190164.66,     190164.66,     190164.66,          0.00,          0.00,      34235.34,          0.00
830,830,          0.00,       2830.11,       2830.11,       2830.11,          0.00,          0.00,       2869.89,          0.00
831,831,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        200.00,          0.00
832,832,          0.00,       1427.86,       1427.86,       1427.86,          0.00,          0.00,          0.00,       1427.86
833,833,          0.00,        224.35,        224.35,        224.35,          0.00,          0.00,        175.65,          0.00
834,834,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       2700.00,          0.00
835,835,          0.00,      18061.79,      18061.79,      18061.79,          0.00,          0.00,       6938.21,          0.00
836,836,          0.00,       3688.35,       3688.35,       3688.35,          0.00,          0.00,          0.00,       3688.35
837,837,          0.00,       2490.39,       2490.39,       2490.39,          0.00,          0.00,        609.61,          0.00
838,838,          0.00,      11698.55,      11698.55,      11698.55,          0.00,          0.00,       6201.45,          0.00
839,839,          0.00,         64.26,         64.26,         64.26,          0.00,          0.00,          0.00,         64.26
840,840,          0.00,      47992.35,      47992.35,      47992.35,          0.00,          0.00,       5207.65,          0.00
841,841,          0.00,       6860.05,       6860.05,       6860.05,          0.00,          0.00,         39.95,          0.00
842,842,          0.00,        302.84,        302.84,        302.84,          0.00,          0.00,          0.00,        302.84
843,843,          0.00,       1636.30,       1636.30,       1636.30,          0.00,          0.00,        763.70,          0.00
844,844,        748.68,       2089.47,       2838.15,       2807.33,         30.82,          0.00,        110.53,          0.00
845,845,       1289.28,       3394.78,       4684.06,       4029.94,        654.12,          0.00,        105.22,          0.00
846,846,        949.69,       4132.15,       5081.84,       5081.84,          0.00,          0.00,          0.00,       2532.15
847,847,          0.00,      19021.92,      19021.92,      19021.92,          0.00,      19000.00,          0.00,         21.92
848,848,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
849,849,          0.00,      16376.11,      16376.11,        376.11,      16000.00,          0.00,          0.00,      16376.11
850,850,          0.00,         59.99,         59.99,         59.99,          0.00,          0.00,         40.01,          0.00
851,851,          0.00,       4534.83,       4534.83,       4534.83,          0.00,          0.00,       1465.17,          0.00
852,852,          0.00,      39027.25,      39027.25,      34653.67,       4373.58,          0.00,       4972.75,          0.00
853,853,          0.00,        174.00,        174.00,        174.00,          0.00,          0.00,          0.00,        174.00
854,854,          0.00,        476.51,        476.51,        434.36,         42.15,          0.00,          0.00,        476.51
855,855,          0.00,       3945.30,       3945.30,       3945.30,          0.00,          0.00,          0.00,         45.30
856,856,          5.28,        168.02,        173.30,        173.30,          0.00,          0.00,         31.98,          0.00
857,857,          0.00,         18.00,         18.00,         18.00,          0.00,          0.00,          0.00,         18.00
858,858,      29148.65,      37727.87,      66876.52,      65664.86,       1211.66,          0.00,      32872.13,          0.00
859,859,          0.00,        907.21,        907.21,        907.21,          0.00,          0.00,       1092.79,          0.00
860,860,        150.00,          0.00,        150.00,        150.00,          0.00,          0.00,          0.00,          0.00
861,861,          0.00,       1497.38,       1497.38,       1497.38,          0.00,          0.00,          0.00,       1197.38
862,862,          0.00,      32126.27,      32126.27,      21417.51,      10708.76,          0.00,          0.00,      32126.27
863,863,          0.00,        400.00,        400.00,        400.00,          0.00,          0.00,          0.00,          0.00
864,864,        247.65,        936.45,       1184.10,       1184.10,          0.00,          0.00,       4063.55,          0.00
865,865,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       4500.00,          0.00
866,866,          0.00,        670.34,        670.34,        670.34,          0.00,          0.00,          0.00,        670.34
867,867,          0.00,      41512.50,      41512.50,      41512.50,          0.00,          0.00,          0.00,      41512.50
868,868,          0.00,      12600.00,      12600.00,      12600.00,          0.00,          0.00,          0.00,          0.00
869,869,        307.64,       1298.49,       1606.13,       1606.13,          0.00,          0.00,          0.00,         98.49
870,870,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       3700.00,          0.00
871,871,          0.00,       5835.00,       5835.00,       5835.00,          0.00,          0.00,          0.00,       5835.00
872,872,          0.00,        495.94,        495.94,        495.94,          0.00,          0.00,          0.00,        495.94
873,873,     136251.07,     175658.69,     311909.76,     290650.26,      21259.50,          0.00,     297941.31,          0.00
874,874,        300.00,          0.00,        300.00,        300.00,          0.00,          0.00,          0.00,          0.00
875,875,       3863.14,      32771.45,      36634.59,      28521.34,       8113.25,          0.00,          0.00,       2771.45
876,876,       5019.76,      34385.32,      39405.08,      34385.32,       5019.76,          0.00,      15614.68,          0.00
877,877,        660.96,       9033.12,       9694.08,       7270.56,       2423.52,          0.00,        466.88,          0.00
878,878,       2972.75,      35769.95,      38742.70,      35881.42,       2861.28,          0.00,      14230.05,          0.00
879,879,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,      30000.00,          0.00
880,880,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       2000.00,          0.00
881,881,          0.00,       6858.62,       6858.62,       6858.62,          0.00,          0.00,          0.00,       5858.62
882,882,          0.00,     671608.28,     671608.28,     671608.28,          0.00,          0.00,          0.00,        208.28
883,883,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       6600.00,          0.00
884,884,          0.00,     219727.71,     219727.71,     219727.71,          0.00,          0.00,       6972.29,          0.00
885,885,          0.00,      78970.17,      78970.17,      78970.17,          0.00,          0.00,       2729.83,          0.00
886,886,          0.00,          0.00,          0.00,          0.00,          0.00,     500000.00,    1700000.00,          0.00
887,887,          0.00,       5963.52,       5963.52,       5963.52,          0.00,          0.00,      26536.48,          0.00
888,888,     356669.92,     397419.93,     754089.85,     356669.92,     397419.93,          0.00,          0.00,     397419.93
889,889,          0.00,       8040.94,       8040.94,       8040.94,          0.00,          0.00,          0.00,         40.94
890,890,        155.08,       6299.05,       6454.13,       6454.13,          0.00,          0.00,          0.00,       1799.05
891,891,          0.00,    4249357.50,    4249357.50,    4249357.50,          0.00,          0.00,     210642.50,          0.00
892,892,          0.00,      95983.42,      95983.42,      95983.42,          0.00,          0.00,          0.00,      40983.42
893,893,          0.00,     863561.14,     863561.14,     863561.14,          0.00,          0.00,      66438.86,          0.00
894,894,          0.00,      16177.98,      16177.98,      16177.98,          0.00,          0.00,      13822.02,          0.00
895,895,        862.74,       6566.23,       7428.97,       4633.69,       2795.28,          0.00,          0.00,       4266.23
896,896,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        600.00,          0.00
897,897,        217.33,       1595.32,       1812.65,       1521.79,        290.86,          0.00,        804.68,          0.00
898,898,          0.00,       7432.03,       7432.03,       7432.03,          0.00,          0.00,          0.00,       3432.03
899,899,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
900,900,          0.00,        104.00,        104.00,        104.00,          0.00,          0.00,         96.00,          0.00
901,901,          0.00,         34.21,         34.21,         34.21,          0.00,          0.00,          0.00,         34.21
902,902,          0.00,         35.36,         35.36,         35.36,          0.00,          0.00,         64.64,          0.00
903,903,          0.00,         28.20,         28.20,         28.20,          0.00,          0.00,          0.00,         28.20
904,904,          0.00,     515772.81,     515772.81,     515772.81,          0.00,          0.00,      84227.19,          0.00
905,905,          0.00,       3501.78,       3501.78,       3501.78,          0.00,          0.00,       4198.22,          0.00
906,906,          0.00,     234045.34,     234045.34,     234045.34,          0.00,          0.00,          0.00,      29345.34
907,907,          0.00,      22193.91,      22193.91,      22193.91,          0.00,          0.00,          0.00,      11593.91
908,908,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        400.00,          0.00
909,909,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        200.00,          0.00
910,910,          0.00,        281.10,        281.10,        281.10,          0.00,          0.00,       1218.90,          0.00
911,911,          0.00,        891.73,        891.73,        891.73,          0.00,          0.00,          0.00,        791.73
912,912,          0.00,       9247.58,       9247.58,       9247.58,          0.00,          0.00,       1652.42,          0.00
913,913,          0.00,        647.66,        647.66,        647.66,          0.00,          0.00,          0.00,        647.66
914,914,          0.00,       6266.71,       6266.71,       6266.71,          0.00,          0.00,          0.00,       1266.71
915,915,          0.00,      36667.55,      36667.55,      36667.55,          0.00,          0.00,          0.00,       1667.55
916,916,          0.00,      63430.26,      63430.26,      63430.26,          0.00,          0.00,          0.00,       4330.26
917,917,          0.00,      19858.93,      19858.93,      19858.93,          0.00,          0.00,        541.07,          0.00
918,918,          0.00,       3398.91,       3398.91,       3398.91,          0.00,          0.00,       1001.09,          0.00
919,919,       3238.43,       7777.10,      11015.53,      10346.04,        669.49,          0.00,          0.00,       2077.10
920,920,        116.04,        399.20,        515.24,        453.83,         61.41,          0.00,          0.00,        399.20
921,921,       1578.18,       4578.33,       6156.51,       5447.47,        709.04,          0.00,          0.00,       1578.33
922,922,        306.79,       4679.70,       4986.49,       4324.53,        661.96,          0.00,       7320.30,          0.00
923,923,          0.00,         56.03,         56.03,         56.03,          0.00,          0.00,        343.97,          0.00
924,924,          0.00,          5.04,          5.04,          5.04,          0.00,          0.00,          0.00,          5.04
925,925,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       1000.00,          0.00
926,926,          0.00,        263.70,        263.70,        263.70,          0.00,          0.00,          0.00,        263.70
927,927,          0.00,     172699.50,     172699.50,     172699.50,          0.00,          0.00,      12300.50,          0.00
928,928,          0.00,      29727.60,      29727.60,      29727.60,          0.00,          0.00,          0.00,        727.60
929,929,          0.00,          5.70,          5.70,          5.70,          0.00,          0.00,          0.00,          5.70
930,930,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       1500.00,          0.00
931,931,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        500.00,          0.00
932,932,          0.00,        549.69,        549.69,        507.31,         42.38,          0.00,          0.00,        549.69
933,933,          0.00,       1615.90,       1615.90,       1615.90,          0.00,          0.00,          0.00,         15.90
934,934,          0.00,      10614.46,      10614.46,      10614.46,          0.00,          0.00,          0.00,       3614.46
935,935,        441.61,        400.74,        842.35,        842.35,          0.00,          0.00,        599.26,          0.00
936,936,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
937,937,          0.00,        640.50,        640.50,        640.50,          0.00,          0.00,        359.50,          0.00
938,938,          0.00,      35388.86,      35388.86,      35388.86,          0.00,          0.00,      35811.14,          0.00
939,939,        690.42,       3123.15,       3813.57,       3058.26,        755.31,          0.00,          0.00,        823.15
940,940,          0.00,        135.86,        135.86,        135.86,          0.00,          0.00,        164.14,          0.00
941,941,        885.36,        346.02,       1231.38,       1176.47,         54.91,          0.00,          0.00,        346.02
942,942,          0.00,      93900.00,      93900.00,      93900.00,          0.00,          0.00,          0.00,          0.00
943,943,          0.00,      19300.00,      19300.00,      19300.00,          0.00,          0.00,          0.00,          0.00
944,944,          0.00,      11647.04,      11647.04,      11647.04,          0.00,          0.00,      16952.96,          0.00
945,945,        276.43,       1166.75,       1443.18,       1443.18,          0.00,          0.00,       2733.25,          0.00
946,946,          0.00,        198.00,        198.00,        198.00,          0.00,          0.00,          0.00,        198.00
947,947,          0.00,    2414079.43,    2414079.43,    2414079.43,          0.00,          0.00,      35920.57,          0.00
948,948,          0.00,    1427967.33,    1427967.33,    1427967.33,          0.00,          0.00,      92032.67,          0.00
949,949,          0.00,    3281253.93,    3281253.93,    3281253.93,          0.00,          0.00,      18746.07,          0.00
950,950,          0.00,     536111.74,     536111.74,     536111.74,          0.00,          0.00,          0.00,      11111.74
951,951,          0.00,     547775.36,     547775.36,     547775.36,          0.00,          0.00,     102224.64,          0.00
952,952,          0.00,       5381.71,       5381.71,       5381.71,          0.00,          0.00,          0.00,        381.71
953,953,          0.00,        420.00,        420.00,        420.00,          0.00,          0.00,          0.00,        420.00
954,954,          0.00,        176.38,        176.38,        176.38,          0.00,          0.00,          0.00,         76.38
955,955,    2063683.98,    5158331.45,    7222015.43,    4894501.33,    2327514.10,          0.00,          0.00,     298331.45
956,956,          0.00,        174.40,        174.40,        174.40,          0.00,          0.00,        825.60,          0.00
957,957,          0.00,      18864.56,      18864.56,      18864.56,          0.00,          0.00,      34135.44,          0.00
958,958,          0.00,      28134.53,      28134.53,      28134.53,          0.00,          0.00,      71865.47,          0.00
959,959,          0.00,        637.50,        637.50,        637.50,          0.00,          0.00,        362.50,          0.00
960,960,     776000.00,     775000.00,    1551000.00,     776000.00,     775000.00,          0.00,      63900.00,          0.00
961,961,          0.00,     103621.86,     103621.86,     103621.86,          0.00,          0.00,      14378.14,          0.00
962,962,          0.00,     304041.06,     304041.06,     303799.93,        241.13,          0.00,          0.00,      39041.06
963,963,          0.00,      79203.21,      79203.21,      69386.05,       9817.16,          0.00,        796.79,          0.00
964,964,          0.00,      85617.08,      85617.08,      85617.08,          0.00,          0.00,      19382.92,          0.00
965,965,          0.00,     751697.15,     751697.15,     751697.15,          0.00,          0.00,          0.00,       1697.15
966,966,      54074.96,      11220.90,      65295.86,      54074.96,      11220.90,          0.00,          0.00,      11220.90
967,967,          0.00,        307.45,        307.45,        307.45,          0.00,          0.00,          0.00,          7.45
968,968,          0.00,          9.00,          9.00,          9.00,          0.00,          0.00,         91.00,          0.00
969,969,          0.00,         11.29,         11.29,         11.29,          0.00,          0.00,          0.00,         11.29
970,970,          0.00,        310.48,        310.48,        310.48,          0.00,          0.00,         89.52,          0.00
971,971,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
972,972,     168000.00,     192000.00,     360000.00,     168000.00,     192000.00,          0.00,          0.00,      13900.00
973,973,     189532.85,     681922.83,     871455.68,     779277.16,      92178.52,          0.00,          0.00,      41922.83
974,974,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
975,975,          0.00,      92202.70,      92202.70,      92202.70,          0.00,          0.00,      58797.30,          0.00
976,976,          0.00,       7625.01,       7625.01,       7625.01,          0.00,          0.00,          0.00,       2625.01
977,977,     241165.42,     205087.87,     446253.29,     241165.42,     205087.87,          0.00,          0.00,     197387.87
978,978,          0.00,         30.00,         30.00,         30.00,          0.00,          0.00,         70.00,          0.00
979,979,          0.00,       1352.21,       1352.21,       1352.21,          0.00,          0.00,          0.00,        352.21
980,980,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
981,981,          0.00,      32029.16,      32029.16,      32029.16,          0.00,          0.00,          0.00,        429.16
982,982,      29139.72,    3010793.30,    3039933.02,    3035230.82,       4702.20,          0.00,     124206.70,          0.00
983,983,          0.00,      19493.95,      19493.95,      19493.95,          0.00,          0.00,      25506.05,          0.00
984,984,     256000.00,     283000.00,     539000.00,     256000.00,     283000.00,          0.00,          0.00,       8900.00
985,985,          0.00,       4816.00,       4816.00,       4816.00,          0.00,          0.00,       4684.00,          0.00
986,986,          0.00,      75378.65,      75378.65,      75378.65,          0.00,          0.00,      24621.35,          0.00
987,987,          0.00,       1995.80,       1995.80,          0.00,       1995.80,          0.00,          0.00,       1995.80
988,988,          0.00,       5689.95,       5689.95,       5689.95,          0.00,          0.00,          0.00,       5689.95
989,989,          0.00,      67956.09,      67956.09,      65575.10,       2380.99,          0.00,          0.00,      47956.09
990,990,          0.00,        150.00,        150.00,        150.00,          0.00,          0.00,          0.00,        150.00
991,991,          0.00,          0.85,          0.85,          0.85,          0.00,          0.00,          0.00,          0.85
992,992,          0.00,      12590.66,      12590.66,      12085.06,        505.60,          0.00,          0.00,       7590.66
993,993,          0.00,      15261.89,      15261.89,      15261.89,          0.00,          0.00,          0.00,      15261.89
994,994,          0.00,     131292.56,     131292.56,     124103.41,       7189.15,          0.00,          0.00,     131292.56
995,995,          0.00,       1271.00,       1271.00,       1271.00,          0.00,          0.00,          0.00,       1271.00
996,996,          0.00,         88.20,         88.20,         88.20,          0.00,          0.00,          0.00,         88.20
997,997,      11944.20,     627195.07,     639139.27,     613273.29,      25865.98,      38000.00,     158804.93,          0.00
998,998,          0.00,      36550.00,      36550.00,      36550.00,          0.00,          0.00,          0.00,       4550.00
999,999,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        600.00,          0.00
1000,1000,          0.00,        240.00,        240.00,          0.00,        240.00,          0.00,          0.00,        240.00
1001,1001,        804.00,     234015.71,     234819.71,     217675.25,      17144.46,          0.00,          0.00,     164015.71
1002,1002,          0.00,       1165.02,       1165.02,       1165.02,          0.00,          0.00,          0.00,        965.02
1003,1003,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       2000.00,          0.00
1004,1004,          0.00,        641.43,        641.43,        641.43,          0.00,          0.00,          0.00,         41.43
1005,1005,          0.00,       4309.63,       4309.63,       4309.63,          0.00,          0.00,          0.00,       4209.63
1006,1006,          0.00,        308.48,        308.48,        308.48,          0.00,          0.00,          0.00,          8.48
1007,1007,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1008,1008,         90.05,        780.25,        870.30,        870.30,          0.00,          0.00,        519.75,          0.00
1009,1009,          0.00,         61.52,         61.52,         61.52,          0.00,          0.00,          0.00,         61.52
1010,1010,          0.00,     230824.87,     230824.87,     230824.87,          0.00,          0.00,       9175.13,          0.00
1011,1011,          0.00,       6067.50,       6067.50,       6067.50,          0.00,          0.00,          0.00,       2067.50
1012,1012,          0.00,      77370.56,      77370.56,      77370.56,          0.00,          0.00,      19629.44,          0.00
1013,1013,          0.00,       1456.70,       1456.70,       1456.70,          0.00,          0.00,        443.30,          0.00
1014,1014,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        400.00,          0.00
1015,1015,          0.00,       3789.96,       3789.96,       3789.96,          0.00,          0.00,       2310.04,          0.00
1016,1016,          0.00,         86.04,         86.04,         86.04,          0.00,          0.00,        113.96,          0.00
1017,1017,          0.00,      14363.25,      14363.25,      14363.25,          0.00,          0.00,          0.00,       4363.25
1018,1018,          0.00,      25787.03,      25787.03,      25787.03,          0.00,          0.00,          0.00,      16787.03
1019,1019,          0.00,       7559.53,       7559.53,       7559.53,          0.00,          0.00,       2040.47,          0.00
1020,1020,          0.00,        773.81,        773.81,        773.81,          0.00,          0.00,       1426.19,          0.00
1021,1021,          0.00,        718.36,        718.36,        718.36,          0.00,          0.00,          0.00,        618.36
1022,1022,          0.00,         12.03,         12.03,          0.00,         12.03,          0.00,          0.00,         12.03
1023,1023,          0.00,      48891.08,      48891.08,      47481.62,       1409.46,          0.00,      44108.92,          0.00
1024,1024,          0.00,         24.90,         24.90,         24.90,          0.00,          0.00,          0.00,         24.90
1025,1025,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1026,1026,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1027,1027,          0.00,      32076.00,      32076.00,      32076.00,          0.00,          0.00,         24.00,          0.00
1028,1028,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1029,1029,          0.00,       1269.09,       1269.09,       1269.09,          0.00,          0.00,       1530.91,          0.00
1030,1030,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       2000.00,          0.00
1031,1031,          0.00,       1942.45,       1942.45,       1942.45,          0.00,          0.00,          0.00,         42.45
1032,1032,          0.00,       3714.71,       3714.71,       3714.71,          0.00,          0.00,       1285.29,          0.00
1033,1033,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        500.00,          0.00
1034,1034,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1035,1035,          0.00,         43.00,         43.00,         43.00,          0.00,          0.00,          0.00,         43.00
1036,1036,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1037,1037,          0.00,       3395.02,       3395.02,       3395.02,          0.00,          0.00,       1604.98,          0.00
1038,1038,          0.00,       1314.17,       1314.17,       1314.17,          0.00,          0.00,       3685.83,          0.00
1039,1039,         74.10,       4729.13,       4803.23,       4380.56,        422.67,          0.00,        270.87,          0.00
1040,1040,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       5000.00,          0.00
1041,1041,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1042,1042,          0.00,         38.50,         38.50,         38.50,          0.00,          0.00,         61.50,          0.00
1043,1043,          0.00,         10.12,         10.12,         10.12,          0.00,          0.00,          0.00,         10.12
1044,1044,          0.00,     985332.77,     985332.77,     985332.77,          0.00,          0.00,          0.00,     185332.77
1045,1045,          0.00,      36332.59,      36332.59,      36332.59,          0.00,          0.00,      13667.41,          0.00
1046,1046,          0.00,     518289.25,     518289.25,     518289.25,          0.00,          0.00,      90810.75,          0.00
1047,1047,          0.00,      17693.12,      17693.12,      17693.12,          0.00,          0.00,          0.00,       1293.12
1048,1048,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       1000.00,          0.00
1049,1049,          0.00,        535.13,        535.13,        535.13,          0.00,          0.00,        964.87,          0.00
1050,1050,          0.00,       1907.81,       1907.81,       1907.81,          0.00,          0.00,         92.19,          0.00
1051,1051,          0.00,        927.24,        927.24,        927.24,          0.00,          0.00,          0.00,         27.24
1052,1052,          0.00,        539.32,        539.32,        539.32,          0.00,          0.00,        460.68,          0.00
1053,1053,          0.00,      16149.66,      16149.66,      16149.66,          0.00,          0.00,      13850.34,          0.00
1054,1054,          0.00,      13530.60,      13530.60,      13530.60,          0.00,          0.00,       1469.40,          0.00
1055,1055,          0.00,       5064.53,       5064.53,       5064.53,          0.00,          0.00,        835.47,          0.00
1056,1056,          0.00,      69774.22,      69774.22,      69774.22,          0.00,          0.00,      10225.78,          0.00
1057,1057,          0.00,         24.08,         24.08,         24.08,          0.00,          0.00,         75.92,          0.00
1058,1058,          0.00,     145549.90,     145549.90,     145549.90,          0.00,          0.00,      34450.10,          0.00
1059,1059,          0.00,      32555.15,      32555.15,      32555.15,          0.00,          0.00,      13744.85,          0.00
1060,1060,          0.00,        113.49,        113.49,        113.49,          0.00,          0.00,          0.00,         13.49
1061,1061,          0.00,       6707.26,       6707.26,       6707.26,          0.00,          0.00,          0.00,        707.26
1062,1062,       1739.93,       3531.91,       5271.84,       4969.49,        302.35,          0.00,        868.09,          0.00
1063,1063,          0.00,       2854.87,       2854.87,       2060.31,        794.56,          0.00,          0.00,       2854.87
1064,1064,          0.00,        840.94,        840.94,        733.49,        107.45,          0.00,          0.00,        840.94
1065,1065,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1066,1066,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1067,1067,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        300.00,          0.00
1068,1068,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1069,1069,          0.00,        458.80,        458.80,        458.80,          0.00,          0.00,       1041.20,          0.00
1070,1070,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1071,1071,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1072,1072,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1073,1073,          0.00,       1587.32,       1587.32,       1423.22,        164.10,          0.00,          0.00,        587.32
1074,1074,          0.00,      14447.90,      14447.90,      14447.90,          0.00,          0.00,        552.10,          0.00
1075,1075,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,      10000.00,          0.00
1076,1076,          0.00,         81.65,         81.65,         81.65,          0.00,          0.00,         18.35,          0.00
1077,1077,          0.00,        219.66,        219.66,        219.66,          0.00,          0.00,          0.00,         19.66
1078,1078,          0.00,      36691.18,      36691.18,      36691.18,          0.00,          0.00,      23308.82,          0.00
1079,1079,       5286.76,      12787.36,      18074.12,      13615.20,       4458.92,          0.00,          0.00,      10087.36
1080,1080,        240.00,        520.00,        760.00,        680.00,         80.00,          0.00,          0.00,         20.00
1081,1081,        264.00,        891.75,       1155.75,        957.75,        198.00,          0.00,        108.25,          0.00
1082,1082,      35532.14,      85833.74,     121365.88,     110247.30,      11118.58,          0.00,       4966.26,          0.00
1083,1083,          0.00,        722.30,        722.30,        722.30,          0.00,          0.00,          0.00,        222.30
1084,1084,          0.00,       5812.82,       5812.82,       5812.82,          0.00,          0.00,          0.00,       2812.82
1085,1085,          0.00,       1065.90,       1065.90,       1065.90,          0.00,          0.00,          0.00,        965.90
1086,1086,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1087,1087,          0.00,     222882.00,     222882.00,     222882.00,          0.00,          0.00,     244418.00,          0.00
1088,1088,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        100.00,          0.00
1089,1089,          0.00,        119.00,        119.00,        119.00,          0.00,          0.00,       2881.00,          0.00
1090,1090,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       5000.00,          0.00
1091,1091,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,       5000.00,          0.00
1092,1092,          0.00,       1885.60,       1885.60,       1885.60,          0.00,          0.00,       3114.40,          0.00
1093,1093,        876.59,      43506.94,      44383.53,      44383.53,          0.00,          0.00,       6493.06,          0.00
1094,1094,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,      10000.00,          0.00
1095,1095,          0.00,       2487.48,       2487.48,       2487.48,          0.00,          0.00,       2512.52,          0.00
1096,1096,          0.00,          0.00,          0.00,          0.00,          0.00,          0.00,        500.00,          0.00
